action_id,hero_BBs,at_preflop,at_flop,at_turn,at_river,equity_preflop,equity_flop,equity_turn,equity_river,nb_players,action_fold,action_call,action_raise,amount,winnings
0,50,1,0,0,0,0.06,0.18,0.19,0.25,4,0,0,1,1.5,1.5
1,51.5,1,0,0,0,0.28,0.17,0.17,0.26,5,0,0,1,3,1.5
2,53,1,0,0,0,0.7,0.32,0.33,0.34,6,0,0,1,53,1.5
3,53.5,1,0,0,0,0.68,0.59,0.68,0.67,2,1,0,0,0,0
4,53,1,0,0,0,0.68,0.46,0.45,0.31,3,0,0,1,9,4.5
5,57.5,1,0,0,0,1,0.88,0.75,0.68,3,1,0,0,0,0
6,57.5,1,0,0,0,0.76,0.43,0.43,0.41,4,0,0,1,57.5,1.5
7,59,1,0,0,0,0.01,0.19,0.12,0.14,5,0,0,1,3,1.5
8,60.5,1,0,0,0,0.02,0.25,0.25,0.24,6,1,0,0,0,0
9,59.5,1,0,0,0,0.15,0.43,0.41,0.36,2,1,0,0,0,0
10,59,1,0,0,0,0.56,0.5,0.52,0.51,2,0,0,1,1.5,1.5
11,60.5,1,0,0,0,0.29,0.29,0.3,0.3,3,0,0,1,3,1.5
12,62,1,0,0,0,0.14,0.38,0.37,0.34,4,1,0,0,0,0
13,62,1,0,0,0,0.15,0.26,0.22,0.19,5,0,0,1,62,1.5
14,63.5,1,0,0,0,0.12,0.24,0.23,0.19,6,0,0,1,3,1.5
15,65,1,0,0,0,0.15,0.31,0.4,0.51,2,1,0,0,0,0
16,65,1,0,0,0,0.44,0.39,0.3,0.34,3,1,0,0,0,0
17,65,1,0,0,0,0.04,0.18,0.23,0.25,4,1,0,0,0,0
18,65,1,0,0,0,0.02,0.18,0.19,0.2,5,1,0,0,0,0
19,65,1,0,0,0,0,0.09,0.07,0.04,6,1,0,0,0,0
20,65,1,0,0,0,0.02,0.2,0.27,0.32,2,1,0,0,0,0
21,65,1,0,0,0,0.01,0.26,0.21,0.19,3,0,0,1,65,1.5
22,66.5,1,0,0,0,0.19,0.22,0.25,0.34,4,0,0,1,66.5,1.5
23,68,1,0,0,0,0.59,0.19,0.24,0.23,6,1,0,0,0,0
24,68,1,0,0,0,0,0.08,0.13,0.11,6,0,0,1,1.5,1.5
25,69.5,1,0,0,0,0.5,0.36,0.4,0.36,3,1,0,0,0,0
26,69.5,1,0,0,0,0.37,0.33,0.42,0.31,3,1,0,0,0,0
27,69.5,1,0,0,0,0.48,0.35,0.36,0.31,4,1,0,0,0,0
28,69.5,1,0,0,0,0.53,0.19,0.2,0.24,5,0,0,1,1.5,1.5
29,71,1,0,0,0,0.33,0.12,0.09,0.21,6,1,0,0,0,0
30,71,1,0,0,0,0.25,0.37,0.44,0.52,2,0,0,1,3,1.5
31,72.5,1,0,0,0,0.08,0.33,0.3,0.33,3,1,0,0,0,0
32,72.5,1,0,0,0,0.49,0.42,0.45,0.41,4,1,0,0,0,0
33,72.5,1,0,0,0,0.87,0.47,0.35,0.27,5,1,0,0,0,0
34,72.5,1,0,0,0,0.17,0.19,0.18,0.17,6,0,0,1,3,1.5
35,74,1,0,0,0,0.15,0.35,0.38,0.48,2,1,0,0,0,0
36,74,1,0,0,0,0.7,0.44,0.49,0.48,3,1,0,0,0,0
37,74,1,0,0,0,0.2,0.21,0.18,0.2,4,0,0,1,3,1.5
38,75.5,1,0,0,0,0.08,0.17,0.13,0.14,5,0,0,1,75.5,1.5
39,77,1,0,0,0,0,0.13,0.14,0.15,6,1,0,0,0,0
40,77,1,0,0,0,0.07,0.31,0.28,0.32,2,1,0,0,0,0
41,77,1,0,0,0,0.34,0.28,0.41,0.36,3,1,0,0,0,0
42,77,1,0,0,0,0.2,0.15,0.27,0.17,4,0,0,1,3,1.5
43,78.5,1,0,0,0,0.15,0.19,0.2,0.22,5,1,0,0,0,0
44,78.5,1,0,0,0,0.01,0.17,0.15,0.12,6,0,0,1,3,1.5
45,80,1,0,0,0,0.56,0.53,0.59,0.48,2,1,0,0,0,0
46,80,1,0,0,0,0.96,0.7,0.69,0.6,3,0,0,1,3,1.5
47,81.5,1,0,0,0,0.36,0.23,0.19,0.23,4,0,0,1,1.5,1.5
48,83,1,0,0,0,0.29,0.12,0.2,0.2,5,0,0,1,3,1.5
49,84.5,1,0,0,0,0.2,0.22,0.23,0.19,6,1,0,0,0,0
50,84.5,1,0,0,0,0.93,0.74,0.67,0.7,2,0,0,1,3,1.5
51,86,1,0,0,0,0.03,0.19,0.23,0.26,3,0,0,1,86,1.5
52,87.5,1,0,0,0,0.38,0.22,0.18,0.24,4,0,0,1,87.5,-39.5
53,48,1,0,0,0,0.01,0.1,0.14,0.15,5,1,0,0,0,0
54,48,1,0,0,0,0.69,0.35,0.38,0.27,6,1,0,0,0,0
55,48,1,0,0,0,0.1,0.34,0.31,0.42,2,1,0,0,0,0
56,48,1,0,0,0,0.14,0.24,0.21,0.23,3,0,0,1,3,1.5
57,49.5,1,0,0,0,0.3,0.29,0.35,0.37,4,1,0,0,0,0
58,49.5,1,0,0,0,0,0.12,0.11,0.1,5,0,0,1,3,-36.5
59,46.5,1,0,0,0,0.18,0.33,0.33,0.5,2,0,0,1,27,-36.5
60,22.5,0,1,0,0,0.19,0.14,0.26,0.31,2,0,0,1,22.5,-36.5
61,13,1,0,0,0,0,0.07,0.18,0.16,6,1,0,0,0,0
62,12,1,0,0,0,0.44,0.5,0.54,0.49,2,1,0,0,0,0
63,11.5,1,0,0,0,0.49,0.52,0.51,0.41,2,0,0,1,3,1.5
64,13,1,0,0,0,0.7,0.52,0.4,0.39,3,1,0,0,0,0
65,13,1,0,0,0,0,0.15,0.19,0.23,4,0,0,1,13,-13
66,50,1,0,0,0,0.23,0.33,0.25,0.37,4,0,0,1,3,1.5
67,51.5,1,0,0,0,0.6,0.33,0.27,0.34,5,1,0,0,0,0
68,51.5,1,0,0,0,0,0.11,0.12,0.11,6,1,0,0,0,0
69,51.5,1,0,0,0,0.4,0.54,0.55,0.46,2,0,0,1,52,1.5
70,53,1,0,0,0,0.86,0.4,0.45,0.43,3,0,0,1,3,1.5
71,54.5,1,0,0,0,0.01,0.15,0.19,0.24,4,1,0,0,0,0
72,54.5,1,0,0,0,0.1,0.13,0.27,0.21,5,1,0,0,0,0
73,54.5,1,0,0,0,0,0.1,0.14,0.15,6,0,0,1,3,1.5
74,56,1,0,0,0,0.17,0.45,0.39,0.34,2,0,0,1,1.5,1.5
75,57.5,1,0,0,0,0.02,0.25,0.3,0.34,3,1,0,0,0,0
76,57.5,1,0,0,0,0.01,0.25,0.19,0.25,4,0,0,1,3,1.5
77,59,1,0,0,0,0.33,0.25,0.25,0.24,5,0,0,1,59,1.5
78,60.5,1,0,0,0,0.17,0.15,0.17,0.07,6,1,0,0,0,0
79,60.5,1,0,0,0,0.93,0.64,0.71,0.61,2,0,0,1,3,1.5
80,62,1,0,0,0,0.35,0.28,0.27,0.21,4,1,0,0,0,0
81,62,1,0,0,0,0,0.09,0.08,0.13,5,0,0,1,62,-48.5
82,13.5,1,0,0,0,0.54,0.2,0.25,0.22,5,0,0,1,3,-3
83,10.5,1,0,0,0,0.88,0.72,0.64,0.68,2,1,0,0,0,-3
84,10.5,1,0,0,0,0.24,0.21,0.26,0.26,6,0,0,1,10.5,1.5
85,12,1,0,0,0,0,0.22,0.17,0.19,3,0,0,1,9,-12
86,3.5,1,0,0,0,0.02,0.26,0.26,0.34,2,0,1,0,27,-12
87,50,1,0,0,0,0.04,0.22,0.22,0.29,5,1,0,0,0,0
88,50,1,0,0,0,0,0.12,0.15,0.13,5,0,0,1,3,1.5
89,51.5,1,0,0,0,0,0.14,0.14,0.07,6,1,0,0,0,0
90,51.5,1,0,0,0,0.98,0.88,0.88,0.71,2,1,0,0,0,0
91,51.5,1,0,0,0,0.3,0.35,0.39,0.31,3,1,0,0,0,0
92,51.5,1,0,0,0,0.02,0.19,0.17,0.13,4,0,0,1,3,1.5
93,53,1,0,0,0,0.01,0.12,0.19,0.13,5,1,0,0,0,0
94,53,1,0,0,0,0.05,0.18,0.23,0.11,6,0,0,1,53,1.5
95,54.5,1,0,0,0,0.52,0.55,0.54,0.51,2,0,0,1,55,1.5
96,56,1,0,0,0,0.3,0.26,0.3,0.34,3,0,0,1,56,1.5
97,57.5,1,0,0,0,0,0.14,0.16,0.14,4,0,0,1,3,1.5
98,59,1,0,0,0,0.77,0.24,0.18,0.25,5,0,0,1,3,1.5
99,60.5,1,0,0,0,0.44,0.12,0.15,0.18,6,0,0,1,3,1.5
100,62,1,0,0,0,0.2,0.33,0.33,0.32,2,1,0,0,0,0
101,62,1,0,0,0,0.02,0.22,0.24,0.4,3,0,0,1,62,1.5
102,63.5,1,0,0,0,0.03,0.27,0.14,0.27,4,0,0,1,3,1.5
103,65,1,0,0,0,0.22,0.17,0.22,0.21,5,1,0,0,0,0
104,65,1,0,0,0,0,0.07,0.11,0.13,6,1,0,0,0,0
105,65,1,0,0,0,0.3,0.37,0.34,0.4,2,1,0,0,0,0
106,65,1,0,0,0,0,0.16,0.18,0.17,4,1,0,0,0,0
107,65,1,0,0,0,0,0.15,0.03,0.08,5,1,0,0,0,0
108,65,1,0,0,0,0.01,0.13,0.17,0.17,5,0,0,1,65,1.5
109,66.5,1,0,0,0,0.19,0.26,0.25,0.3,6,0,0,1,3,1.5
110,68,1,0,0,0,0.17,0.31,0.52,0.49,2,1,0,0,0,0
111,68,1,0,0,0,0.62,0.47,0.46,0.46,3,1,0,0,0,0
112,68,1,0,0,0,0.38,0.21,0.25,0.24,4,0,0,1,1.5,1.5
113,69.5,1,0,0,0,0.94,0.77,0.62,0.52,5,0,0,1,69.5,46.5
114,116,1,0,0,0,0.03,0.15,0.15,0.14,5,1,0,0,0,0
115,116,1,0,0,0,0.99,0.82,0.73,0.67,2,0,0,1,3,1.5
116,117.5,1,0,0,0,0.01,0.19,0.22,0.23,3,0,0,1,3,1.5
117,119,1,0,0,0,0.35,0.3,0.19,0.16,4,0,0,1,1.5,1.5
118,120.5,1,0,0,0,0,0.13,0.09,0.07,5,0,0,1,1.5,1.5
119,122,1,0,0,0,0.08,0.26,0.29,0.38,2,1,0,0,0,0
120,122,1,0,0,0,0.01,0.2,0.18,0.29,3,1,0,0,0,0
121,122,1,0,0,0,0.59,0.26,0.32,0.2,4,0,0,1,3,1.5
122,123.5,1,0,0,0,0,0.14,0.13,0.11,5,1,0,0,0,0
123,123.5,1,0,0,0,0.65,0.6,0.53,0.57,2,1,0,0,0,0
124,123.5,1,0,0,0,0.38,0.31,0.36,0.3,3,1,0,0,0,0
125,123.5,1,0,0,0,0,0.11,0.14,0.12,4,0,0,1,3,1.5
126,125,1,0,0,0,0.41,0.37,0.33,0.37,5,0,0,1,125,1.5
127,126.5,1,0,0,0,0.79,0.62,0.56,0.51,2,0,0,1,1.5,1.5
128,128,1,0,0,0,0.33,0.36,0.44,0.4,3,0,0,1,128,1.5
129,129.5,1,0,0,0,0.03,0.21,0.26,0.26,4,0,0,1,3,1.5
130,131,1,0,0,0,0,0.11,0.07,0.12,5,1,0,0,0,0
131,131,1,0,0,0,0.87,0.71,0.66,0.7,2,1,0,0,0,0
132,131,1,0,0,0,0.75,0.37,0.43,0.31,3,0,0,1,3,1.5
133,132.5,1,0,0,0,0.09,0.19,0.2,0.17,4,1,0,0,0,0
134,132.5,1,0,0,0,0,0.13,0.12,0.04,5,0,0,1,3,1.5
135,134,1,0,0,0,0.75,0.67,0.57,0.57,2,1,0,0,0,0
136,134,1,0,0,0,0.49,0.37,0.29,0.36,3,0,0,1,3,1.5
137,135.5,1,0,0,0,0,0.15,0.24,0.13,4,0,0,1,3,1.5
138,137,1,0,0,0,0.04,0.1,0.14,0.2,5,1,0,0,0,0
139,137,1,0,0,0,0.24,0.48,0.45,0.43,2,1,0,0,0,0
140,137,1,0,0,0,0,0.22,0.15,0.22,3,0,0,1,1.5,1.5
141,138.5,1,0,0,0,0.02,0.09,0.12,0.15,5,0,0,1,9,-9
142,129.5,1,0,0,0,0.27,0.38,0.55,0.51,2,1,0,0,0,-9
143,129.5,1,0,0,0,0,0.09,0.19,0.13,5,0,0,1,3,1.5
144,130,1,0,0,0,0.07,0.26,0.3,0.36,2,0,0,1,131,4
145,133.5,1,0,0,0,0.03,0.38,0.4,0.36,2,1,0,0,0,0
146,133.5,1,0,0,0,0.55,0.32,0.35,0.44,3,0,0,1,133.5,1.5
147,135,1,0,0,0,0.04,0.17,0.24,0.29,4,0,0,1,3,1.5
148,136.5,1,0,0,0,0.85,0.38,0.36,0.29,5,1,0,0,0,0
149,136.5,1,0,0,0,0.28,0.31,0.3,0.41,2,0,0,1,137,1.5
150,138,1,0,0,0,0.89,0.58,0.54,0.5,3,1,0,0,0,0
151,138,1,0,0,0,0.26,0.26,0.28,0.31,4,0,0,1,1.5,1.5
152,139.5,1,0,0,0,0.69,0.24,0.3,0.18,5,1,0,0,0,0
153,139.5,1,0,0,0,0.87,0.61,0.56,0.48,2,1,0,0,0,0
154,139.5,1,0,0,0,0.58,0.42,0.44,0.47,3,0,0,1,3,1.5
155,141,1,0,0,0,0.01,0.15,0.21,0.3,4,0,0,1,141,1.5
156,142.5,1,0,0,0,0,0.08,0.1,0.09,5,0,0,1,142.5,-31
157,110.5,1,0,0,0,0.78,0.61,0.68,0.65,2,0,0,1,13.5,4.5
158,114.5,1,0,0,0,0.52,0.52,0.57,0.58,2,1,0,0,0,0
159,114.5,1,0,0,0,0.53,0.39,0.49,0.34,3,0,0,1,3,1.5
160,116,1,0,0,0,0.01,0.14,0.13,0.1,4,1,0,0,0,0
161,116,1,0,0,0,0.58,0.26,0.25,0.24,5,0,0,1,3,1.5
162,117.5,1,0,0,0,0.53,0.52,0.47,0.53,2,0,0,1,1.5,1.5
163,119,1,0,0,0,0.35,0.31,0.39,0.33,3,1,0,0,0,0
164,119,1,0,0,0,0,0.2,0.09,0.14,4,0,0,1,3,1.5
165,120.5,1,0,0,0,0,0.11,0.11,0.14,5,1,0,0,0,0
166,120.5,1,0,0,0,0.71,0.68,0.62,0.59,2,1,0,0,0,0
167,120.5,1,0,0,0,0.11,0.27,0.33,0.26,3,1,0,0,0,0
168,120.5,1,0,0,0,0.42,0.36,0.29,0.34,4,0,0,1,120.5,1.5
169,122,1,0,0,0,0.32,0.24,0.24,0.28,5,0,0,1,3,1.5
170,122.5,1,0,0,0,0.79,0.68,0.7,0.62,2,1,0,0,0,0
171,122,1,0,0,0,0.78,0.58,0.59,0.56,2,0,0,1,1.5,1.5
172,123.5,1,0,0,0,0.41,0.39,0.33,0.34,3,0,0,1,3,1.5
173,125,1,0,0,0,0.01,0.18,0.24,0.24,4,1,0,0,0,0
174,125,1,0,0,0,0.1,0.22,0.22,0.18,5,0,0,1,3,-3
175,122,1,0,0,0,0.48,0.49,0.52,0.43,2,1,0,0,0,-3
176,122,1,0,0,0,0.66,0.62,0.67,0.52,2,1,0,0,0,0
177,122,1,0,0,0,0.28,0.33,0.35,0.32,3,0,0,1,122,1.5
178,123.5,1,0,0,0,0.66,0.42,0.34,0.31,4,0,0,1,3,1.5
179,125,1,0,0,0,0.34,0.33,0.25,0.19,5,1,0,0,0,0
180,124,1,0,0,0,0.59,0.51,0.49,0.49,2,0,0,1,125,4.5
181,128,1,0,0,0,0.96,0.73,0.74,0.62,2,0,0,1,3,1.5
182,129.5,1,0,0,0,0.94,0.65,0.62,0.49,3,1,0,0,0,0
183,129.5,1,0,0,0,0.1,0.21,0.18,0.24,4,0,0,1,3,-3
184,126.5,1,0,0,0,0.37,0.45,0.44,0.44,2,1,0,0,0,-3
185,126.5,1,0,0,0,0,0.2,0.2,0.19,5,1,0,0,0,0
186,126.5,1,0,0,0,0.99,0.91,0.87,0.86,2,1,0,0,0,0
187,126.5,1,0,0,0,0.52,0.4,0.43,0.34,3,0,0,1,3,1.5
188,128,1,0,0,0,0.01,0.26,0.19,0.21,4,0,0,1,3,1.5
189,129.5,1,0,0,0,0.22,0.23,0.23,0.2,5,0,0,1,3,1.5
190,130,1,0,0,0,0.62,0.57,0.67,0.55,2,1,0,0,0,0
191,129.5,1,0,0,0,0.26,0.4,0.37,0.4,2,0,0,1,3,1.5
192,131,1,0,0,0,0.71,0.43,0.4,0.29,3,0,0,1,1.5,1.5
193,132.5,1,0,0,0,0.2,0.15,0.21,0.23,4,0,0,1,3,-23.5
194,129.5,1,0,0,0,0.55,0.45,0.52,0.47,2,0,0,1,132.5,-23.5
195,109,1,0,0,0,0,0.08,0.11,0.12,5,1,0,0,0,0
196,109,1,0,0,0,0.37,0.41,0.4,0.42,2,0,0,1,109.5,1.5
197,110.5,1,0,0,0,0.13,0.23,0.33,0.37,3,1,0,0,0,0
198,110.5,1,0,0,0,1,0.83,0.72,0.66,4,0,0,1,3,-52.5
199,107.5,1,0,0,0,1,0.95,0.9,0.83,2,0,0,1,110.5,-52.5
200,58,1,0,0,0,0,0.11,0.13,0.15,5,0,0,1,3,1.5
201,58.5,1,0,0,0,0.53,0.53,0.45,0.5,2,1,0,0,0,0
202,58,1,0,0,0,0.88,0.62,0.6,0.53,2,0,0,1,1.5,1.5
203,59.5,1,0,0,0,0.22,0.28,0.27,0.24,3,1,0,0,0,0
204,59.5,1,0,0,0,0.14,0.28,0.35,0.36,4,1,0,0,0,0
205,59.5,1,0,0,0,0.05,0.2,0.11,0.11,5,1,0,0,0,0
206,58.5,1,0,0,0,0.31,0.44,0.52,0.29,2,0,0,1,59.5,4.5
207,62.5,1,0,0,0,0.64,0.56,0.62,0.57,2,1,0,0,0,0
208,62.5,1,0,0,0,0.81,0.57,0.48,0.35,3,1,0,0,0,0
209,62.5,1,0,0,0,0.88,0.53,0.49,0.42,4,0,0,1,62.5,1.5
210,64,1,0,0,0,0.59,0.34,0.17,0.33,5,0,0,1,64,1.5
211,65.5,1,0,0,0,0.01,0.19,0.28,0.31,3,0,0,1,66,4.5
212,70,1,0,0,0,0.88,0.57,0.63,0.51,3,1,0,0,0,0
213,70,1,0,0,0,0.09,0.23,0.21,0.29,4,0,0,1,1.5,1.5
214,71.5,1,0,0,0,0.31,0.33,0.27,0.24,5,0,0,1,1.5,1.5
215,73,1,0,0,0,0.23,0.39,0.41,0.48,2,0,0,1,3,1.5
216,74.5,1,0,0,0,0.74,0.41,0.39,0.34,3,0,0,1,74.5,1.5
217,76,1,0,0,0,0.49,0.31,0.42,0.37,4,0,0,1,76,1.5
218,77.5,1,0,0,0,0.21,0.16,0.16,0.27,5,1,0,0,0,0
219,76.5,1,0,0,0,0.25,0.46,0.42,0.45,2,1,0,0,0,0
220,76,1,0,0,0,0.37,0.53,0.44,0.58,2,1,0,0,0,0
221,76,1,0,0,0,0,0.24,0.23,0.28,3,0,0,1,76,1.5
222,77.5,1,0,0,0,0.12,0.24,0.23,0.27,4,1,0,0,0,0
223,77.5,1,0,0,0,0.01,0.17,0.13,0.17,5,0,0,1,77.5,1.5
224,79,1,0,0,0,0.6,0.59,0.55,0.5,2,0,0,1,3,1.5
225,80.5,1,0,0,0,0.45,0.39,0.39,0.36,3,0,0,1,1.5,1.5
226,82,1,0,0,0,0.02,0.21,0.28,0.2,4,0,0,1,3,1.5
227,83.5,1,0,0,0,0.76,0.27,0.43,0.3,5,0,0,1,3,1.5
228,84,1,0,0,0,0.48,0.6,0.51,0.44,2,1,0,0,0,0
229,83.5,1,0,0,0,0.37,0.37,0.36,0.32,3,0,0,1,84,-39.5
230,44,1,0,0,0,0.14,0.25,0.24,0.25,3,0,0,1,44,1.5
231,45.5,1,0,0,0,0,0.14,0.18,0.21,4,1,0,0,0,0
232,45.5,1,0,0,0,0.05,0.25,0.23,0.27,5,0,0,1,1.5,1.5
233,46,1,0,0,0,0.6,0.53,0.5,0.46,2,0,0,1,47,4.5
234,50,1,0,0,0,0.11,0.33,0.31,0.44,2,0,0,1,3,1.5
235,51.5,1,0,0,0,0.26,0.36,0.27,0.25,3,1,0,0,0,0
236,51.5,1,0,0,0,0.86,0.47,0.37,0.36,4,0,0,1,1.5,1.5
237,53,1,0,0,0,0,0.1,0.1,0.13,5,0,0,1,3,1.5
238,54.5,1,0,0,0,0.18,0.37,0.34,0.39,2,1,0,0,0,0
239,54.5,1,0,0,0,0.15,0.36,0.35,0.4,3,0,0,1,3,1.5
240,56,1,0,0,0,0.72,0.28,0.31,0.26,4,0,0,1,3,1.5
241,57.5,1,0,0,0,0.13,0.22,0.16,0.17,5,0,0,1,1.5,1.5
242,59,1,0,0,0,0.52,0.35,0.36,0.33,3,0,0,1,59.5,-28.5
243,30.5,1,0,0,0,0.05,0.19,0.31,0.26,3,1,0,0,0,0
244,30.5,1,0,0,0,0.9,0.61,0.43,0.48,4,1,0,0,0,0
245,30.5,1,0,0,0,0.58,0.28,0.21,0.29,5,1,0,0,0,0
246,29.5,1,0,0,0,0.11,0.35,0.41,0.45,2,0,0,1,9,-29
247,21.5,1,0,0,0,0.08,0.33,0.27,0.39,2,0,1,0,27,-29
248,3.5,0,1,0,0,0.16,0.05,0.15,0.25,2,0,0,1,3,-29
249,0.5,0,1,0,0,0.05,0.09,0.11,0.27,2,1,0,0,0,-29
250,0,1,0,0,0,0.59,0.49,0.48,0.54,2,0,1,0,1,1
251,1,1,0,0,0,0.33,0.29,0.32,0.4,3,1,0,0,0,0
252,1,1,0,0,0,0,0.18,0.14,0.24,4,1,0,0,0,0
253,1,1,0,0,0,0.86,0.31,0.18,0.19,5,1,0,0,0,0
254,1,1,0,0,0,0.04,0.25,0.14,0.2,3,1,0,0,0,0
255,1,1,0,0,0,0,0.2,0.2,0.25,3,1,0,0,0,0
256,1,1,0,0,0,0,0.09,0.19,0.18,4,0,1,0,1,1.5
257,2.5,1,0,0,0,0.3,0.17,0.2,0.17,5,0,0,1,2.5,1.5
258,4,1,0,0,0,0.15,0.34,0.5,0.46,2,0,0,1,4.5,1.5
259,5.5,1,0,0,0,0.58,0.43,0.46,0.51,3,0,0,1,5.5,-5.5
260,50,1,0,0,0,0,0.16,0.15,0.14,5,1,0,0,0,0
261,50,1,0,0,0,0.03,0.19,0.16,0.22,5,1,0,0,0,0
262,50,1,0,0,0,0,0.1,0.11,0.11,6,0,0,1,3,1.5
263,51.5,1,0,0,0,0.33,0.3,0.44,0.43,2,1,0,0,0,0
264,51.5,1,0,0,0,0.96,0.66,0.54,0.48,3,0,0,1,1.5,1.5
265,53,1,0,0,0,0.36,0.3,0.24,0.34,4,0,0,1,1.5,1.5
266,54.5,1,0,0,0,0,0.11,0.19,0.19,5,1,0,0,0,0
267,54.5,1,0,0,0,0,0.04,0.11,0.22,6,0,0,1,1.5,1.5
268,55,1,0,0,0,0.85,0.7,0.69,0.64,2,0,0,1,13.5,-39.5
269,42.5,1,0,0,0,0.89,0.76,0.64,0.67,2,0,1,0,40.5,-39.5
270,15.5,0,1,0,0,0.89,0.88,0.81,0.8,2,0,1,0,0,-39.5
271,15.5,0,1,0,0,0.94,0.81,0.85,0.78,2,1,0,0,0,-39.5
272,15,1,0,0,0,0.5,0.5,0.52,0.54,2,0,0,1,3,1.5
273,16.5,1,0,0,0,0.5,0.32,0.35,0.32,3,0,0,1,1.5,1.5
274,18,1,0,0,0,0.18,0.18,0.26,0.2,4,1,0,0,0,0
275,18,1,0,0,0,0.01,0.18,0.05,0.2,5,1,0,0,0,0
276,18,1,0,0,0,0,0.2,0.21,0.11,6,1,0,0,0,0
277,18,1,0,0,0,0.77,0.66,0.66,0.54,2,0,0,1,1.5,1.5
278,19.5,1,0,0,0,0,0.12,0.2,0.17,4,1,0,0,0,0
279,19.5,1,0,0,0,0.01,0.11,0.09,0.22,4,0,0,1,3,1.5
280,21,1,0,0,0,0,0.1,0.08,0.14,5,1,0,0,0,0
281,21,1,0,0,0,0.7,0.29,0.41,0.29,6,0,0,1,1.5,1.5
282,22.5,1,0,0,0,1,0.98,0.84,0.79,2,0,0,1,3,1.5
283,24,1,0,0,0,0.22,0.32,0.25,0.27,3,0,0,1,1.5,-1.5
284,22.5,1,0,0,0,0.63,0.5,0.56,0.44,2,1,0,0,0,-1.5
285,22.5,1,0,0,0,0.75,0.42,0.39,0.42,4,0,0,1,3,-22.5
286,19.5,1,0,0,0,0.9,0.7,0.69,0.65,2,0,0,1,22.5,-22.5
287,50,1,0,0,0,0.73,0.47,0.35,0.31,4,1,0,0,0,0
288,50,1,0,0,0,0.01,0.09,0.08,0.15,5,1,0,0,0,0
289,50,1,0,0,0,0,0.09,0.08,0.06,6,0,0,1,3,1.5
290,50.5,1,0,0,0,0.23,0.38,0.44,0.47,2,1,0,0,0,0
291,50,1,0,0,0,0.26,0.4,0.5,0.35,2,0,0,1,3,1.5
292,51.5,1,0,0,0,0.16,0.25,0.35,0.34,3,0,0,1,1.5,1.5
293,53,1,0,0,0,0.91,0.33,0.26,0.31,5,1,0,0,0,0
294,53,1,0,0,0,0.05,0.2,0.25,0.32,5,1,0,0,0,0
295,53,1,0,0,0,0,0.09,0.18,0.06,6,0,0,1,3,1.5
296,54.5,1,0,0,0,0.82,0.66,0.69,0.59,2,0,0,1,3,1.5
297,56,1,0,0,0,0.02,0.25,0.29,0.24,3,0,0,1,1.5,1.5
298,57.5,1,0,0,0,0.45,0.37,0.37,0.3,4,0,0,1,3,1.5
299,59,1,0,0,0,0.68,0.41,0.4,0.25,5,0,0,1,3,1.5
300,60.5,1,0,0,0,0,0.16,0.18,0.13,6,1,0,0,0,0
301,60.5,1,0,0,0,0.6,0.57,0.6,0.53,2,1,0,0,0,0
302,60.5,1,0,0,0,0.61,0.35,0.41,0.37,3,1,0,0,0,0
303,60.5,1,0,0,0,0.15,0.3,0.18,0.26,4,1,0,0,0,0
304,60.5,1,0,0,0,0.07,0.19,0.18,0.25,5,1,0,0,0,0
305,60.5,1,0,0,0,0.2,0.2,0.14,0.17,6,0,0,1,3,1.5
306,62,1,0,0,0,0.58,0.49,0.55,0.48,2,0,0,1,3,1.5
307,63.5,1,0,0,0,0.31,0.36,0.38,0.38,3,1,0,0,0,0
308,63.5,1,0,0,0,0.04,0.13,0.2,0.23,4,0,0,1,3,1.5
309,65,1,0,0,0,0,0.15,0.11,0.08,6,0,0,1,9,-9
310,56,1,0,0,0,0.2,0.32,0.37,0.5,2,1,0,0,0,-9
311,56,1,0,0,0,0,0.03,0.09,0.1,6,1,0,0,0,0
312,55,1,0,0,0,0.04,0.2,0.35,0.32,2,1,0,0,0,0
313,54.5,1,0,0,0,0.69,0.52,0.5,0.61,2,1,0,0,0,0
314,54.5,1,0,0,0,0.17,0.24,0.29,0.31,3,0,0,1,3,1.5
315,56,1,0,0,0,0.04,0.17,0.19,0.25,4,0,0,1,3,1.5
316,57.5,1,0,0,0,0,0.1,0.1,0.21,5,1,0,0,0,0
317,57.5,1,0,0,0,0.18,0.27,0.3,0.29,6,1,0,0,0,0
318,56.5,1,0,0,0,0.31,0.34,0.49,0.38,2,1,0,0,0,0
319,56,1,0,0,0,0.08,0.27,0.28,0.32,2,0,0,1,56.5,1.5
320,57.5,1,0,0,0,0.52,0.32,0.48,0.39,3,1,0,0,0,0
321,57.5,1,0,0,0,0.52,0.45,0.41,0.35,4,0,0,1,3,1.5
322,59,1,0,0,0,0,0.05,0.14,0.14,5,1,0,0,0,0
323,59,1,0,0,0,0,0.14,0.13,0.17,6,0,0,1,3,1.5
324,60.5,1,0,0,0,0.53,0.57,0.46,0.38,2,1,0,0,0,0
325,60.5,1,0,0,0,0.01,0.23,0.3,0.23,3,0,0,1,60.5,1.5
326,62,1,0,0,0,0.19,0.24,0.31,0.32,4,1,0,0,0,0
327,62,1,0,0,0,0,0.13,0.1,0.16,5,1,0,0,0,0
328,62,1,0,0,0,0,0.12,0.1,0.15,6,1,0,0,0,0
329,62,1,0,0,0,0.5,0.51,0.41,0.51,2,0,0,1,62.5,1.5
