action_id,hero_BBs,at_preflop,at_flop,at_turn,at_river,equity_preflop,equity_flop,equity_turn,equity_river,nb_players,action_fold,action_call,action_raise,amount,winnings
1912,39.5,1,0,0,0,0.68,0.36,0.38,0.24,5,0,0,1,1.5,1.5
1913,41,1,0,0,0,0.02,0.16,0.17,0.19,6,1,0,0,0,0
1914,41,1,0,0,0,0.63,0.59,0.6,0.55,2,0,0,1,1.5,1.5
1915,42.5,1,0,0,0,0.31,0.4,0.44,0.37,3,1,0,0,0,0
1916,42.5,1,0,0,0,0.81,0.31,0.29,0.23,4,0,0,1,1.5,1.5
1917,44,1,0,0,0,0,0.12,0.14,0.16,5,0,0,1,44,-33
1918,11,1,0,0,0,0.02,0.08,0.19,0.16,6,1,0,0,0,0
1919,10,1,0,0,0,0.15,0.29,0.35,0.32,2,0,0,1,11,-10
1920,50,1,0,0,0,0,0.15,0.16,0.15,4,0,0,1,1.5,1.5
1921,51.5,1,0,0,0,0,0.15,0.26,0.18,5,0,0,1,1.5,1.5
1922,53,1,0,0,0,0,0.06,0.09,0.05,6,1,0,0,0,0
1923,53,1,0,0,0,0.56,0.5,0.56,0.54,2,0,0,1,3,1.5
1924,54.5,1,0,0,0,0.05,0.19,0.18,0.34,3,0,0,1,1.5,1.5
1925,56,1,0,0,0,0,0.19,0.21,0.25,4,1,0,0,0,0
1926,56,1,0,0,0,0.01,0.18,0.19,0.17,5,1,0,0,0,0
1927,56,1,0,0,0,0.3,0.33,0.22,0.24,6,1,0,0,0,0
1928,56,1,0,0,0,0.86,0.59,0.6,0.68,2,1,0,0,0,0
1929,56,1,0,0,0,0.94,0.6,0.54,0.37,3,1,0,0,0,0
1930,56,1,0,0,0,0,0.19,0.09,0.16,4,1,0,0,0,0
1931,56,1,0,0,0,0,0.14,0.1,0.22,5,1,0,0,0,0
1932,56,1,0,0,0,0.13,0.12,0.11,0.15,6,0,0,1,1.5,1.5
1933,57.5,1,0,0,0,0.81,0.6,0.69,0.62,2,1,0,0,0,0
1934,57.5,1,0,0,0,0.4,0.39,0.32,0.41,3,0,0,1,57.5,1.5
1935,59,1,0,0,0,0.91,0.64,0.45,0.43,4,0,0,1,1.5,1.5
1936,60.5,1,0,0,0,0.22,0.22,0.16,0.17,5,0,0,1,1.5,1.5
1937,62,1,0,0,0,0.22,0.18,0.21,0.18,6,1,0,0,0,0
1938,61,1,0,0,0,0.34,0.4,0.4,0.47,2,0,0,1,9,4.5
1939,65,1,0,0,0,0.92,0.7,0.62,0.62,2,0,0,1,1.5,1.5
1940,66.5,1,0,0,0,0.22,0.22,0.34,0.33,3,1,0,0,0,0
1941,66.5,1,0,0,0,0.08,0.18,0.24,0.17,4,0,0,1,3,1.5
1942,68,1,0,0,0,0.54,0.27,0.14,0.17,5,0,0,1,3,1.5
1943,69.5,1,0,0,0,0.07,0.27,0.26,0.27,6,1,0,0,0,0
1944,69.5,1,0,0,0,0.71,0.56,0.58,0.59,2,0,0,1,3,1.5
1945,71,1,0,0,0,0.02,0.17,0.26,0.17,3,1,0,0,0,0
1946,71,1,0,0,0,0.9,0.4,0.45,0.46,4,1,0,0,0,0
1947,71,1,0,0,0,0.15,0.21,0.18,0.26,5,1,0,0,0,0
1948,71,1,0,0,0,0.82,0.2,0.12,0.12,6,1,0,0,0,0
1949,70,1,0,0,0,0.01,0.27,0.27,0.3,2,1,0,0,0,0
1950,69.5,1,0,0,0,0.76,0.43,0.43,0.49,3,0,0,1,9,4.5
1951,74,1,0,0,0,0.54,0.38,0.38,0.44,3,0,0,1,74,1.5
1952,75.5,1,0,0,0,0.33,0.23,0.19,0.32,4,1,0,0,0,0
1953,75.5,1,0,0,0,0.23,0.25,0.25,0.27,5,0,0,1,75.5,1.5
1954,77,1,0,0,0,0,0.09,0.1,0.08,6,0,0,1,3,1.5
1955,78.5,1,0,0,0,0.78,0.53,0.58,0.58,2,0,0,1,3,1.5
1956,80,1,0,0,0,0.77,0.46,0.5,0.45,3,0,0,1,80,1.5
1957,81.5,1,0,0,0,0.1,0.17,0.18,0.21,4,1,0,0,0,0
1958,81.5,1,0,0,0,0.1,0.08,0.15,0.13,5,0,0,1,3,1.5
1959,83,1,0,0,0,0.12,0.28,0.21,0.22,6,0,0,1,83,1.5
1960,84.5,1,0,0,0,0.6,0.61,0.58,0.54,2,0,0,1,85,1.5
1961,86,1,0,0,0,0.71,0.53,0.56,0.42,3,1,0,0,0,0
1962,86,1,0,0,0,0.75,0.33,0.31,0.37,4,0,0,1,86,1.5
1963,87.5,1,0,0,0,0.01,0.13,0.2,0.17,5,1,0,0,0,0
1964,87.5,1,0,0,0,0.01,0.14,0.27,0.16,6,1,0,0,0,0
1965,87.5,1,0,0,0,0.86,0.75,0.69,0.46,2,0,0,1,88,1.5
1966,89,1,0,0,0,0.29,0.23,0.31,0.28,3,0,0,1,3,1.5
1967,90.5,1,0,0,0,0.01,0.15,0.13,0.08,4,1,0,0,0,0
1968,90.5,1,0,0,0,0.16,0.29,0.28,0.27,5,0,0,1,3,1.5
1969,92,1,0,0,0,0.06,0.12,0.07,0.06,6,0,0,1,1.5,1.5
1970,93.5,1,0,0,0,0.92,0.58,0.64,0.55,2,0,0,1,1.5,1.5
1971,95,1,0,0,0,0.01,0.23,0.31,0.23,4,0,0,1,95,-42.5
1972,52.5,1,0,0,0,0.38,0.2,0.23,0.3,4,1,0,0,0,0
1973,52.5,1,0,0,0,0.21,0.18,0.18,0.17,5,0,0,1,3,1.5
1974,54,1,0,0,0,0.01,0.26,0.25,0.31,2,1,0,0,0,0
1975,54,1,0,0,0,0.53,0.31,0.37,0.37,3,0,0,1,3,1.5
1976,55.5,1,0,0,0,0.68,0.36,0.29,0.27,4,0,0,1,3,34.5
1977,52.5,1,0,0,0,0.86,0.61,0.57,0.5,2,0,0,1,27,34.5
1978,28.5,0,1,0,0,0.84,0.58,0.65,0.67,2,0,0,1,19.5,34.5
1979,90,1,0,0,0,0.47,0.53,0.43,0.44,2,1,0,0,0,0
1980,90,1,0,0,0,0,0.19,0.2,0.19,3,0,0,1,3,1.5
1981,91.5,1,0,0,0,0.49,0.38,0.41,0.44,4,1,0,0,0,0
1982,91.5,1,0,0,0,0.02,0.23,0.31,0.32,2,0,0,1,3,1.5
1983,93,1,0,0,0,0.16,0.28,0.33,0.32,3,1,0,0,0,0
1984,93,1,0,0,0,0.01,0.12,0.15,0.2,4,0,0,1,1.5,1.5
1985,94.5,1,0,0,0,0.56,0.56,0.56,0.49,2,0,0,1,3,1.5
1986,96,1,0,0,0,0.77,0.33,0.26,0.28,4,0,0,1,13.5,4.5
1987,100.5,1,0,0,0,0.35,0.38,0.27,0.28,4,0,0,1,3,1.5
1988,102,1,0,0,0,0.25,0.45,0.39,0.42,2,1,0,0,0,0
1989,102,1,0,0,0,0.42,0.35,0.47,0.47,3,0,0,1,3,1.5
1990,103.5,1,0,0,0,0.75,0.39,0.39,0.29,4,1,0,0,0,0
1991,103.5,1,0,0,0,0.24,0.33,0.34,0.37,3,1,0,0,0,0
1992,103.5,1,0,0,0,0.19,0.25,0.32,0.32,4,0,0,1,13.5,-13.5
1993,90,1,0,0,0,0.53,0.58,0.52,0.48,2,1,0,0,0,-13.5
1994,90,1,0,0,0,0.33,0.27,0.31,0.41,4,1,0,0,0,0
1995,90,1,0,0,0,0.22,0.38,0.33,0.37,3,0,0,1,90.5,92
1996,182,1,0,0,0,0,0.17,0.21,0.21,3,0,0,1,3,1.5
1997,183.5,1,0,0,0,0,0.15,0.14,0.18,4,0,0,1,183.5,1.5
1998,185,1,0,0,0,0.98,0.85,0.76,0.64,2,1,0,0,0,0
1999,185,1,0,0,0,0.43,0.28,0.4,0.38,3,1,0,0,0,0
2000,185,1,0,0,0,0.02,0.15,0.14,0.24,4,1,0,0,0,0
2001,185,1,0,0,0,0.61,0.45,0.46,0.47,2,0,0,1,1.5,1.5
2002,186.5,1,0,0,0,0.92,0.75,0.58,0.59,3,1,0,0,0,0
2003,186.5,1,0,0,0,0,0.08,0.14,0.13,4,0,0,1,1.5,1.5
2004,187,1,0,0,0,0.65,0.63,0.6,0.54,2,1,0,0,0,0
2005,186.5,1,0,0,0,0.94,0.69,0.59,0.45,2,0,0,1,3,1.5
2006,188,1,0,0,0,0.51,0.42,0.34,0.37,3,1,0,0,0,0
2007,188,1,0,0,0,0.03,0.24,0.24,0.25,4,1,0,0,0,0
2008,187,1,0,0,0,0.55,0.59,0.53,0.6,2,0,0,1,9,4.5
2009,191,1,0,0,0,0.17,0.34,0.34,0.36,3,1,0,0,0,0
2010,191,1,0,0,0,0.22,0.24,0.24,0.28,3,0,0,1,191,1.5
2011,192.5,1,0,0,0,0,0.1,0.2,0.26,4,0,0,1,3,1.5
2012,194,1,0,0,0,0.07,0.35,0.37,0.29,2,0,0,1,1.5,1.5
2013,195.5,1,0,0,0,0.77,0.52,0.34,0.36,3,0,0,1,3,1.5
2014,197,1,0,0,0,0.61,0.33,0.23,0.22,4,0,0,1,197,1.5
2015,198.5,1,0,0,0,1,0.68,0.64,0.78,2,0,0,1,3,1.5
2016,200,1,0,0,0,0,0.21,0.22,0.21,3,0,0,1,200,1.5
2017,201.5,1,0,0,0,0.03,0.16,0.16,0.19,4,1,0,0,0,0
2018,201.5,1,0,0,0,0.44,0.42,0.52,0.48,2,1,0,0,0,0
2019,201.5,1,0,0,0,0.57,0.46,0.43,0.33,3,0,0,1,201.5,1.5
2020,203,1,0,0,0,0.77,0.37,0.51,0.42,4,1,0,0,0,0
2021,203,1,0,0,0,0.98,0.8,0.67,0.59,2,1,0,0,0,0
2022,203,1,0,0,0,0.65,0.46,0.39,0.42,3,1,0,0,0,0
2023,203,1,0,0,0,0,0.18,0.21,0.19,4,0,0,1,3,1.5
2024,203.5,1,0,0,0,0.75,0.61,0.57,0.69,2,1,0,0,0,0
2025,203,1,0,0,0,0.81,0.63,0.44,0.57,2,1,0,0,0,0
2026,203,1,0,0,0,0.61,0.41,0.42,0.36,3,0,0,1,203,1.5
2027,204.5,1,0,0,0,0.29,0.3,0.23,0.31,4,0,0,1,3,1.5
2028,205,1,0,0,0,0.48,0.44,0.5,0.4,2,1,0,0,0,0
2029,204.5,1,0,0,0,0.25,0.39,0.46,0.35,2,0,0,1,205,1.5
2030,206,1,0,0,0,0.41,0.27,0.29,0.31,3,0,0,1,1.5,1.5
2031,207.5,1,0,0,0,0.01,0.14,0.16,0.25,4,1,0,0,0,0
2032,206.5,1,0,0,0,0.45,0.53,0.65,0.45,2,1,0,0,0,0
2033,206,1,0,0,0,0.04,0.33,0.36,0.4,2,0,0,1,206.5,1.5
2034,207.5,1,0,0,0,0.01,0.2,0.25,0.24,3,0,0,1,3,1.5
2035,209,1,0,0,0,0.17,0.22,0.31,0.32,4,1,0,0,0,0
2036,208,1,0,0,0,0.13,0.33,0.39,0.34,2,1,0,0,0,0
2037,207.5,1,0,0,0,0.55,0.47,0.57,0.51,2,1,0,0,0,0
2038,207.5,1,0,0,0,0.78,0.49,0.37,0.36,3,1,0,0,0,0
2039,207.5,1,0,0,0,0.44,0.42,0.34,0.34,4,1,0,0,0,0
2040,207.5,1,0,0,0,0.69,0.6,0.54,0.55,2,1,0,0,0,0
2041,207.5,1,0,0,0,0.28,0.32,0.37,0.27,3,1,0,0,0,0
2042,207.5,1,0,0,0,0,0.12,0.1,0.18,4,1,0,0,0,0
2043,207.5,1,0,0,0,0.09,0.33,0.41,0.47,2,1,0,0,0,0
2044,207.5,1,0,0,0,0,0.04,0.22,0.09,4,1,0,0,0,0
2045,207.5,1,0,0,0,0.06,0.21,0.21,0.19,4,0,0,1,1.5,1.5
2046,209,1,0,0,0,0.53,0.5,0.58,0.64,2,0,0,1,3,1.5
2047,210.5,1,0,0,0,0.41,0.35,0.33,0.31,3,1,0,0,0,0
2048,210.5,1,0,0,0,0.61,0.39,0.34,0.37,4,0,0,1,1.5,1.5
2049,212,1,0,0,0,0.57,0.51,0.48,0.5,2,0,0,1,212.5,1.5
2050,213.5,1,0,0,0,0.35,0.38,0.32,0.4,3,1,0,0,0,0
2051,213.5,1,0,0,0,0.08,0.27,0.14,0.35,4,0,0,1,3,1.5
2052,215,1,0,0,0,0.02,0.23,0.28,0.28,2,0,0,1,3,1.5
2053,216.5,1,0,0,0,0.92,0.48,0.41,0.53,3,1,0,0,0,0
2054,216.5,1,0,0,0,0.43,0.34,0.39,0.41,4,0,0,1,3,-17
2055,213.5,1,0,0,0,0.74,0.72,0.69,0.56,2,0,0,1,216.5,-17
2056,199.5,1,0,0,0,0.23,0.33,0.41,0.37,2,0,0,1,3,1.5
2057,201,1,0,0,0,0.12,0.28,0.33,0.34,3,1,0,0,0,0
2058,201,1,0,0,0,0.65,0.38,0.36,0.24,4,0,0,1,201,1.5
2059,202.5,1,0,0,0,0.65,0.44,0.47,0.55,2,1,0,0,0,0
2060,202.5,1,0,0,0,0.61,0.48,0.46,0.41,3,0,0,1,3,1.5
2061,204,1,0,0,0,0.91,0.35,0.37,0.21,4,1,0,0,0,0
2062,204,1,0,0,0,0.61,0.5,0.51,0.6,2,0,0,1,1.5,1.5
2063,205.5,1,0,0,0,0.22,0.33,0.3,0.28,3,0,0,1,3,1.5
2064,207,1,0,0,0,0.01,0.12,0.16,0.16,4,0,0,1,1.5,1.5
2065,208.5,1,0,0,0,0.63,0.63,0.65,0.57,2,0,0,1,209,1.5
2066,210,1,0,0,0,0.82,0.39,0.37,0.48,3,1,0,0,0,0
2067,210,1,0,0,0,0.98,0.74,0.68,0.51,4,0,0,1,3,1.5
2068,210.5,1,0,0,0,0.6,0.53,0.64,0.56,2,0,0,1,211.5,33.5
2069,243.5,1,0,0,0,0.75,0.65,0.56,0.55,2,0,0,1,3,-2.5
2070,241,1,0,0,0,0.81,0.59,0.58,0.51,2,1,0,0,0,-2.5
2071,241,1,0,0,0,0.94,0.75,0.54,0.52,3,0,0,1,1.5,1.5
2072,242.5,1,0,0,0,0.91,0.66,0.63,0.75,2,0,0,1,3,1.5
2073,244,1,0,0,0,0.17,0.18,0.23,0.25,3,0,0,1,1.5,1.5
2074,244.5,1,0,0,0,0.74,0.74,0.57,0.68,2,1,0,0,0,0
2075,244,1,0,0,0,0.61,0.55,0.5,0.47,2,1,0,0,0,0
2076,244,1,0,0,0,0.12,0.24,0.35,0.23,3,1,0,0,0,0
2077,244,1,0,0,0,0.05,0.24,0.3,0.27,2,0,0,1,3,1.5
2078,245.5,1,0,0,0,0.05,0.21,0.12,0.14,3,0,0,1,3,1.5
2079,247,1,0,0,0,0.98,0.73,0.58,0.5,2,0,0,1,1.5,1.5
2080,248.5,1,0,0,0,0,0.1,0.1,0.17,3,1,0,0,0,0
2081,248.5,1,0,0,0,0.12,0.34,0.44,0.48,2,0,0,1,3,1.5
2082,250,1,0,0,0,0,0.22,0.2,0.22,3,0,0,1,1.5,1.5
2083,251.5,1,0,0,0,0.93,0.75,0.72,0.58,2,1,0,0,0,0
2084,251.5,1,0,0,0,0,0.23,0.25,0.27,3,0,0,1,251.5,1.5
2085,253,1,0,0,0,0.99,0.94,0.84,0.77,2,0,0,1,253.5,1.5
2086,254.5,1,0,0,0,0.46,0.47,0.3,0.29,3,0,0,1,3,1.5
2087,256,1,0,0,0,0.1,0.25,0.36,0.46,2,0,0,1,1.5,1.5
2088,257.5,1,0,0,0,0.01,0.17,0.24,0.16,3,0,0,1,3,1.5
2089,259,1,0,0,0,0.67,0.52,0.56,0.49,2,0,0,1,3,1.5
2090,260.5,1,0,0,0,0,0.24,0.19,0.35,3,0,0,1,3,1.5
2091,262,1,0,0,0,0.3,0.42,0.35,0.36,2,1,0,0,0,0
2092,262,1,0,0,0,0,0.2,0.18,0.18,3,1,0,0,0,0
2093,262,1,0,0,0,0.78,0.68,0.59,0.58,2,0,0,1,3,1.5
2094,263.5,1,0,0,0,0.04,0.23,0.25,0.18,3,0,0,1,1.5,1.5
2095,265,1,0,0,0,0.48,0.51,0.51,0.54,2,1,0,0,0,0
2096,265,1,0,0,0,0.16,0.29,0.34,0.28,3,0,0,1,3,1.5
2097,266.5,1,0,0,0,0.04,0.21,0.13,0.18,3,1,0,0,0,0
2098,266.5,1,0,0,0,0.02,0.23,0.26,0.33,3,0,0,1,3,1.5
2099,268,1,0,0,0,0.87,0.77,0.6,0.71,2,0,0,1,3,1.5
2100,269.5,1,0,0,0,0,0.22,0.24,0.1,3,0,0,1,269.5,1.5
2101,271,1,0,0,0,0.98,0.84,0.75,0.76,2,1,0,0,0,0
2102,271,1,0,0,0,0.44,0.43,0.41,0.47,3,0,0,1,3,1.5
2103,272.5,1,0,0,0,0.9,0.61,0.57,0.6,2,1,0,0,0,0
2104,272.5,1,0,0,0,0.76,0.43,0.39,0.36,3,0,0,1,272.5,1.5
2105,273,1,0,0,0,0.08,0.28,0.33,0.3,2,1,0,0,0,0
2106,272.5,1,0,0,0,0.99,0.89,0.89,0.86,2,0,0,1,3,1.5
2107,274,1,0,0,0,0.04,0.14,0.22,0.22,3,0,0,1,1.5,1.5
2108,275.5,1,0,0,0,0.01,0.2,0.31,0.22,3,1,0,0,0,0
2109,275.5,1,0,0,0,0.72,0.49,0.45,0.48,3,1,0,0,0,0
2110,274.5,1,0,0,0,0.27,0.4,0.48,0.51,2,1,0,0,0,0
2111,274,1,0,0,0,0.18,0.26,0.29,0.31,2,1,0,0,0,0
2112,274,1,0,0,0,0.9,0.64,0.51,0.5,3,0,0,1,3,1.5
2113,275.5,1,0,0,0,0.89,0.69,0.62,0.56,2,1,0,0,0,0
2114,275.5,1,0,0,0,0.02,0.26,0.22,0.28,3,0,0,1,3,1.5
2115,277,1,0,0,0,0.02,0.18,0.31,0.32,2,1,0,0,0,0
2116,277,1,0,0,0,0.07,0.24,0.27,0.16,3,0,0,1,3,1.5
2117,278.5,1,0,0,0,0.94,0.73,0.66,0.58,2,0,0,1,279,1.5
2118,280,1,0,0,0,0.38,0.36,0.49,0.39,3,1,0,0,0,0
2119,280,1,0,0,0,0.55,0.41,0.49,0.53,2,1,0,0,0,0
2120,280,1,0,0,0,0.52,0.38,0.34,0.3,3,0,0,1,1.5,1.5
2121,281.5,1,0,0,0,0.97,0.82,0.68,0.61,2,0,0,1,3,-7
2122,279,1,0,0,0,0.91,0.71,0.64,0.72,2,0,0,1,282,-7
2123,274.5,1,0,0,0,0.16,0.33,0.39,0.21,3,1,0,0,0,0
2124,274.5,1,0,0,0,0.81,0.65,0.66,0.7,2,0,0,1,3,1.5
2125,276,1,0,0,0,0.39,0.39,0.3,0.4,3,0,0,1,1.5,1.5
2126,277.5,1,0,0,0,0.51,0.46,0.42,0.45,2,1,0,0,0,0
2127,277.5,1,0,0,0,0.11,0.3,0.28,0.13,3,1,0,0,0,0
2128,277.5,1,0,0,0,0.01,0.25,0.22,0.21,3,1,0,0,0,0
2129,277.5,1,0,0,0,0.57,0.39,0.5,0.38,3,0,0,1,277.5,1.5
2130,279,1,0,0,0,0.64,0.46,0.57,0.48,2,0,0,1,3,1.5
2131,280.5,1,0,0,0,0.05,0.27,0.32,0.37,3,0,0,1,280.5,1.5
2132,282,1,0,0,0,0.95,0.79,0.68,0.75,2,0,0,1,3,1.5
2133,283.5,1,0,0,0,0.11,0.23,0.29,0.18,3,1,0,0,0,0
2134,283.5,1,0,0,0,0.96,0.72,0.76,0.67,2,1,0,0,0,0
2135,283.5,1,0,0,0,0.04,0.25,0.21,0.32,3,1,0,0,0,0
2136,282.5,1,0,0,0,0.74,0.65,0.61,0.66,2,1,0,0,0,0
2137,282,1,0,0,0,0.6,0.49,0.45,0.48,2,1,0,0,0,0
2138,282,1,0,0,0,0.07,0.27,0.3,0.37,3,0,0,1,1.5,-1.5
2139,280.5,1,0,0,0,0.36,0.42,0.44,0.49,2,1,0,0,0,-1.5
2140,279.5,1,0,0,0,0.76,0.69,0.66,0.63,2,1,0,0,0,0
2141,279,1,0,0,0,0.4,0.34,0.44,0.28,3,0,0,1,43.5,12
2142,291,1,0,0,0,0.95,0.84,0.76,0.78,2,1,0,0,0,0
2143,291,1,0,0,0,0.78,0.58,0.59,0.43,2,0,0,1,3,-2.5
2144,288.5,1,0,0,0,0.86,0.64,0.54,0.59,2,1,0,0,0,-2.5
2145,288.5,1,0,0,0,0.86,0.63,0.64,0.57,2,0,0,1,1.5,1.5
2146,290,1,0,0,0,0.03,0.32,0.38,0.46,2,1,0,0,0,0
2147,290,1,0,0,0,0.54,0.5,0.52,0.44,2,0,0,1,3,1.5
2148,291.5,1,0,0,0,0.87,0.56,0.65,0.51,2,1,0,0,0,0
2149,291.5,1,0,0,0,0.72,0.7,0.61,0.48,2,1,0,0,0,0
2150,291.5,1,0,0,0,0.87,0.59,0.69,0.66,2,0,0,1,292,1.5
2151,293,1,0,0,0,0.81,0.63,0.62,0.61,2,1,0,0,0,0
2152,293,1,0,0,0,0.37,0.46,0.47,0.45,2,0,0,1,3,-2.5
2153,290.5,1,0,0,0,0.36,0.43,0.42,0.49,2,1,0,0,0,-2.5
2154,290.5,1,0,0,0,0.97,0.82,0.72,0.7,2,0,0,1,3,1.5
2155,292,1,0,0,0,0.74,0.64,0.53,0.64,2,0,0,1,1.5,1.5
2156,292.5,1,0,0,0,0.25,0.42,0.45,0.45,2,1,0,0,0,0
2157,292,1,0,0,0,0.99,0.84,0.79,0.79,2,0,0,1,292.5,1.5
2158,293.5,1,0,0,0,0.68,0.59,0.57,0.57,2,0,0,1,3,1.5
2159,294,1,0,0,0,0.93,0.74,0.73,0.62,2,0,0,1,295,1
2160,294.5,1,0,0,0,0.97,0.69,0.66,0.65,2,0,0,1,295,5.5
2161,50,1,0,0,0,0.06,0.1,0.27,0.28,4,1,0,0,0,0
2162,50,1,0,0,0,0,0.08,0.09,0.12,6,0,0,1,13.5,-13.5
2163,36.5,1,0,0,0,0.01,0.28,0.34,0.27,2,1,0,0,0,-13.5
2164,36.5,1,0,0,0,0,0.16,0.08,0.11,6,1,0,0,0,0
2165,36.5,1,0,0,0,0.47,0.52,0.5,0.55,2,0,0,1,1.5,1.5
2166,38,1,0,0,0,0.11,0.3,0.27,0.33,3,0,0,1,3,1.5
2167,39.5,1,0,0,0,0.06,0.18,0.23,0.32,4,1,0,0,0,0
2168,39.5,1,0,0,0,0.06,0.12,0.13,0.2,5,0,0,1,3,1.5
2169,41,1,0,0,0,0,0.1,0.15,0.19,6,1,0,0,0,0
2170,40,1,0,0,0,0.36,0.53,0.39,0.57,2,0,0,1,13,-12
2171,28,1,0,0,0,0.47,0.47,0.54,0.57,2,1,0,0,0,-12
2172,27.5,1,0,0,0,0.23,0.27,0.46,0.41,2,1,0,0,0,0
2173,27.5,1,0,0,0,0.07,0.23,0.22,0.25,3,0,0,1,3,1.5
2174,29,1,0,0,0,0.11,0.14,0.16,0.24,4,1,0,0,0,0
2175,29,1,0,0,0,0.31,0.18,0.33,0.23,5,1,0,0,0,0
2176,29,1,0,0,0,0,0.12,0.12,0.08,6,1,0,0,0,0
2177,29,1,0,0,0,0.23,0.38,0.31,0.41,2,1,0,0,0,0
2178,29,1,0,0,0,0.21,0.25,0.25,0.38,3,0,0,1,29,1.5
2179,30.5,1,0,0,0,0.31,0.33,0.27,0.31,4,1,0,0,0,0
2180,30.5,1,0,0,0,0.65,0.31,0.26,0.28,5,1,0,0,0,0
2181,30.5,1,0,0,0,0,0.09,0.11,0.13,6,1,0,0,0,0
2182,30.5,1,0,0,0,0.02,0.3,0.34,0.34,2,0,0,1,31,1.5
2183,32,1,0,0,0,0.56,0.21,0.29,0.23,5,1,0,0,0,0
2184,32,1,0,0,0,0.87,0.46,0.47,0.47,4,0,0,1,3,1.5
2185,33.5,1,0,0,0,0.91,0.56,0.49,0.41,5,0,0,1,1.5,1.5
2186,35,1,0,0,0,0.92,0.68,0.63,0.6,2,0,0,1,3,1.5
2187,36.5,1,0,0,0,0,0.19,0.23,0.22,3,0,0,1,1.5,1.5
2188,38,1,0,0,0,0.24,0.21,0.32,0.35,4,1,0,0,0,0
2189,38,1,0,0,0,0.26,0.23,0.28,0.11,5,0,0,1,38,1.5
2190,39.5,1,0,0,0,0.57,0.35,0.36,0.45,3,1,0,0,0,0
2191,39.5,1,0,0,0,0,0.15,0.22,0.22,3,0,0,1,3,1.5
2192,41,1,0,0,0,0,0.18,0.16,0.2,4,1,0,0,0,0
2193,41,1,0,0,0,0.14,0.16,0.21,0.19,5,1,0,0,0,0
2194,41,1,0,0,0,0.32,0.41,0.48,0.35,2,0,0,1,1.5,1.5
2195,42.5,1,0,0,0,0.65,0.43,0.47,0.47,3,1,0,0,0,0
2196,42.5,1,0,0,0,0.11,0.21,0.12,0.18,4,1,0,0,0,0
2197,42.5,1,0,0,0,0.01,0.13,0.1,0.2,5,0,0,1,3,1.5
2198,44,1,0,0,0,0.51,0.58,0.51,0.51,2,0,0,1,3,1.5
2199,45.5,1,0,0,0,0.38,0.43,0.37,0.38,3,0,0,1,45.5,1.5
2200,47,1,0,0,0,0.01,0.12,0.17,0.18,4,1,0,0,0,0
2201,47,1,0,0,0,0,0.05,0.13,0.11,5,1,0,0,0,0
2202,46,1,0,0,0,0.47,0.44,0.46,0.46,2,1,0,0,0,0
2203,45.5,1,0,0,0,0.67,0.58,0.54,0.6,2,0,0,1,3,-2.5
2204,43,1,0,0,0,0.7,0.63,0.62,0.47,2,1,0,0,0,-2.5
2205,43,1,0,0,0,0,0.18,0.15,0.12,3,0,0,1,3,1.5
2206,44.5,1,0,0,0,0.15,0.34,0.37,0.36,5,1,0,0,0,0
2207,44.5,1,0,0,0,0,0.12,0.07,0.11,5,0,0,1,3,1.5
2208,46,1,0,0,0,0.36,0.38,0.34,0.39,3,0,0,1,46.5,-46
2209,50,1,0,0,0,0.05,0.21,0.23,0.25,5,1,0,0,0,0
2210,50,1,0,0,0,0.66,0.3,0.22,0.25,5,0,0,1,3,1.5
2211,51.5,1,0,0,0,0.16,0.13,0.15,0.21,6,0,0,1,3,1.5
2212,52,1,0,0,0,0.37,0.46,0.44,0.5,2,1,0,0,0,0
2213,51.5,1,0,0,0,0.35,0.37,0.36,0.29,3,0,0,1,9,-50.5
2214,43,1,0,0,0,0.63,0.57,0.55,0.61,2,0,0,1,52,-50.5
2215,1,1,0,0,0,0.11,0.27,0.28,0.3,4,1,0,0,0,0
2216,1,1,0,0,0,0.85,0.28,0.24,0.24,5,0,1,0,3,-1
2217,50,1,0,0,0,0.17,0.19,0.31,0.31,4,0,0,1,3,1.5
2218,51.5,1,0,0,0,0.1,0.25,0.33,0.19,5,0,0,1,3,1.5
2219,53,1,0,0,0,0.18,0.2,0.17,0.21,6,0,0,1,1.5,1.5
2220,54.5,1,0,0,0,0.69,0.57,0.55,0.5,2,1,0,0,0,0
2221,54.5,1,0,0,0,0.01,0.17,0.21,0.19,3,0,0,1,54.5,1.5
2222,56,1,0,0,0,0.49,0.35,0.37,0.42,4,0,0,1,3,1.5
2223,57.5,1,0,0,0,0,0.11,0.08,0.12,5,1,0,0,0,0
2224,57.5,1,0,0,0,0,0.11,0.22,0.21,6,1,0,0,0,0
2225,57.5,1,0,0,0,0.01,0.15,0.23,0.26,2,0,0,1,1.5,1.5
2226,59,1,0,0,0,0,0.12,0.13,0.12,3,1,0,0,0,0
2227,59,1,0,0,0,0,0.12,0.14,0.21,4,1,0,0,0,0
2228,59,1,0,0,0,0,0.19,0.17,0.22,5,0,0,1,3,1.5
2229,60.5,1,0,0,0,0.24,0.2,0.33,0.21,6,0,0,1,1.5,1.5
2230,62,1,0,0,0,0.31,0.3,0.51,0.4,2,0,0,1,3,1.5
2231,63.5,1,0,0,0,0,0.18,0.15,0.17,4,1,0,0,0,0
2232,63.5,1,0,0,0,0.04,0.2,0.22,0.15,4,1,0,0,0,0
