round_id,winners,hand_info,round_state
0,"[{'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20100}]",[],"{'dealer_btn': 0, 'small_blind_amount': 50, 'pot': {'main': {'amount': 20100}, 'side': [{'eligibles': ['uuid-2'], 'amount': 0}]}, 'next_player': 'not_found', 'community_card': ['S5', 'C2', 'H5', 'SQ', 'D5'], 'street': 'showdown', 'seats': [{'state': 'folded', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19900}, {'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20100}], 'round_count': 1, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-2'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-1'}, {'paid': 19950, 'action': 'RAISE', 'add_amount': 19900, 'amount': 20000, 'uuid': 'uuid-2'}, {'action': 'FOLD', 'uuid': 'uuid-1'}], 'flop': []}, 'big_blind_pos': 0, 'small_blind_pos': 1}"
1,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20150}]",[],"{'dealer_btn': 1, 'small_blind_amount': 50, 'pot': {'main': {'amount': 150}, 'side': []}, 'next_player': 1, 'community_card': ['DQ', 'S8', 'D2', 'D2', 'HA'], 'street': 'showdown', 'seats': [{'state': 'folded', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19850}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20150}], 'round_count': 2, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-1'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-2'}, {'action': 'FOLD', 'uuid': 'uuid-1'}], 'flop': []}, 'big_blind_pos': 1, 'small_blind_pos': 0}"
2,"[{'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20250}]",[],"{'dealer_btn': 0, 'small_blind_amount': 50, 'pot': {'main': {'amount': 20250}, 'side': [{'eligibles': ['uuid-2'], 'amount': 0}]}, 'next_player': 'not_found', 'community_card': ['DK', 'C7', 'S4', 'ST', 'SJ'], 'street': 'showdown', 'seats': [{'state': 'folded', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19750}, {'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20250}], 'round_count': 3, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-2'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-1'}, {'paid': 20100, 'action': 'RAISE', 'add_amount': 20050, 'amount': 20150, 'uuid': 'uuid-2'}, {'action': 'FOLD', 'uuid': 'uuid-1'}], 'flop': []}, 'big_blind_pos': 0, 'small_blind_pos': 1}"
3,"[{'state': 'allin', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19850}]",[],"{'dealer_btn': 1, 'small_blind_amount': 50, 'pot': {'main': {'amount': 19850}, 'side': [{'eligibles': ['uuid-1'], 'amount': 0}]}, 'next_player': 'not_found', 'community_card': ['ST', 'H7', 'C7', 'ST', 'S3'], 'street': 'showdown', 'seats': [{'state': 'allin', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19850}, {'state': 'folded', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20150}], 'round_count': 4, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-1'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-2'}, {'paid': 19700, 'action': 'RAISE', 'add_amount': 19650, 'amount': 19750, 'uuid': 'uuid-1'}, {'action': 'FOLD', 'uuid': 'uuid-2'}], 'flop': []}, 'big_blind_pos': 1, 'small_blind_pos': 0}"
4,"[{'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20250}]",[],"{'dealer_btn': 0, 'small_blind_amount': 50, 'pot': {'main': {'amount': 20250}, 'side': [{'eligibles': ['uuid-2'], 'amount': 0}]}, 'next_player': 'not_found', 'community_card': ['C6', 'CT', 'D8', 'C9', 'HQ'], 'street': 'showdown', 'seats': [{'state': 'folded', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19750}, {'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20250}], 'round_count': 5, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-2'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-1'}, {'paid': 20100, 'action': 'RAISE', 'add_amount': 20050, 'amount': 20150, 'uuid': 'uuid-2'}, {'action': 'FOLD', 'uuid': 'uuid-1'}], 'flop': []}, 'big_blind_pos': 0, 'small_blind_pos': 1}"
5,"[{'state': 'allin', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19850}]",[],"{'dealer_btn': 1, 'small_blind_amount': 50, 'pot': {'main': {'amount': 19850}, 'side': [{'eligibles': ['uuid-1'], 'amount': 0}]}, 'next_player': 'not_found', 'community_card': ['H9', 'SJ', 'S5', 'D3', 'HT'], 'street': 'showdown', 'seats': [{'state': 'allin', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19850}, {'state': 'folded', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20150}], 'round_count': 6, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-1'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-2'}, {'paid': 19700, 'action': 'RAISE', 'add_amount': 19650, 'amount': 19750, 'uuid': 'uuid-1'}, {'action': 'FOLD', 'uuid': 'uuid-2'}], 'flop': []}, 'big_blind_pos': 1, 'small_blind_pos': 0}"
6,"[{'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20250}]",[],"{'dealer_btn': 0, 'small_blind_amount': 50, 'pot': {'main': {'amount': 20250}, 'side': [{'eligibles': ['uuid-2'], 'amount': 0}]}, 'next_player': 'not_found', 'community_card': ['S6', 'H3', 'D7', 'C3', 'C4'], 'street': 'showdown', 'seats': [{'state': 'folded', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19750}, {'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20250}], 'round_count': 7, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-2'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-1'}, {'paid': 20100, 'action': 'RAISE', 'add_amount': 20050, 'amount': 20150, 'uuid': 'uuid-2'}, {'action': 'FOLD', 'uuid': 'uuid-1'}], 'flop': []}, 'big_blind_pos': 0, 'small_blind_pos': 1}"
7,"[{'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20300}]",[],"{'dealer_btn': 1, 'small_blind_amount': 50, 'pot': {'main': {'amount': 150}, 'side': []}, 'next_player': 1, 'community_card': ['DT', 'H3', 'C2', 'HK', 'ST'], 'street': 'showdown', 'seats': [{'state': 'folded', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19700}, {'state': 'participating', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20300}], 'round_count': 8, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-1'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-2'}, {'action': 'FOLD', 'uuid': 'uuid-1'}], 'flop': []}, 'big_blind_pos': 1, 'small_blind_pos': 0}"
8,"[{'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20400}]",[],"{'dealer_btn': 0, 'small_blind_amount': 50, 'pot': {'main': {'amount': 20400}, 'side': [{'eligibles': ['uuid-2'], 'amount': 0}]}, 'next_player': 'not_found', 'community_card': ['DQ', 'S5', 'D9', 'S3', 'S8'], 'street': 'showdown', 'seats': [{'state': 'folded', 'name': 'candid_bot', 'uuid': 'uuid-1', 'stack': 19600}, {'state': 'allin', 'name': 'lstm_bot', 'uuid': 'uuid-2', 'stack': 20400}], 'round_count': 9, 'action_histories': {'preflop': [{'action': 'SMALLBLIND', 'add_amount': 50, 'amount': 50, 'uuid': 'uuid-2'}, {'action': 'BIGBLIND', 'add_amount': 50, 'amount': 100, 'uuid': 'uuid-1'}, {'paid': 20250, 'action': 'RAISE', 'add_amount': 20200, 'amount': 20300, 'uuid': 'uuid-2'}, {'action': 'FOLD', 'uuid': 'uuid-1'}], 'flop': []}, 'big_blind_pos': 0, 'small_blind_pos': 1}"
