round_id,action_id,net_input,net_output,action,amount
39,37,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1705, 0.1583,
          1.6233, 0.0333, 0.0500, 0.0333]]])",0.14148831367492676,raise,200
41,38,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.3333, 0.2976, 0.2354,
          1.6733, 0.0833, 0.1500, 0.0333]]])",0.1535407304763794,raise,250
42,39,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2726, 0.2583,
          1.8233, 0.0333, 0.0500, 0.0333]]])",0.16888359189033508,raise,250
43,40,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1542, 0.1199,
          1.8733, 0.0333, 0.0500, 0.0333]]])",0.15176519751548767,raise,250
44,41,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1066, 0.0963,
          1.9233, 0.0333, 0.0500, 0.0333]]])",0.14522022008895874,raise,200
45,42,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1053, 0.1099,
          1.9733, 0.0667, 0.1000, 0.0667]]])",0.14182087779045105,raise,200
47,43,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4786, 0.4265,
          2.0733, 0.0333, 0.1000, 0.0667]]])",0.18217039108276367,raise,300
48,44,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.0000, 0.2227, 0.2223,
          2.1733, 0.7367, 0.8367, 0.0667]]])",0.13909298181533813,fold,0
49,45,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1924, 0.1652,
          2.1733, 0.0667, 0.1000, 0.0667]]])",0.1546013057231903,raise,200
49,46,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4044, 0.3595,
          2.0400, 0.2667, 0.6333, 0.0667]]])",0.12877482175827026,fold,0
50,47,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.2164, 0.2451,
          2.0400, 0.0667, 0.1000, 0.0667]]])",0.1510889083147049,raise,200
50,48,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5781, 0.6489,
          1.9067, 0.3567, 0.6567, 0.0667]]])",0.08139900863170624,fold,0
51,49,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1053, 0.0984,
          1.9067, 0.0667, 0.1000, 0.0667]]])",0.14088034629821777,raise,200
52,50,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6176, 0.6627,
          1.9400, 0.7033, 0.8367, 0.0667]]])",0.18420976400375366,fold,0
53,51,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5844, 0.5873,
          1.9067, 0.0333, 0.1000, 0.0667]]])",0.19896972179412842,raise,300
54,52,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2482, 0.2089,
          2.0067, 0.0667, 0.1000, 0.0667]]])",0.1634964942932129,raise,200
55,53,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2409, 0.1960,
          2.1067, 0.0667, 0.1000, 0.0667]]])",0.1563625931739807,raise,200
55,54,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4755, 0.4396,
          1.9733, 0.2667, 0.6333, 0.0667]]])",0.11651401221752167,fold,0
56,55,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1673, 0.1449,
          1.9733, 0.0667, 0.1000, 0.0667]]])",0.14667236804962158,raise,200
57,56,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1219, 0.0839,
          2.0733, 0.0667, 0.1000, 0.0667]]])",0.14328452944755554,raise,200
58,57,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5309, 0.5784,
          2.1067, 0.4567, 0.6233, 0.0667]]])",0.17275318503379822,fold,0
59,58,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.4135, 0.4883,
          2.0733, 0.5900, 0.7233, 0.0667]]])",0.15460003912448883,fold,0
60,59,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.0000, 0.1892, 0.1797,
          2.0733, 0.7233, 0.9233, 0.1333]]])",0.13991421461105347,fold,0
61,60,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2172, 0.1707,
          2.0733, 0.1333, 0.2000, 0.1333]]])",0.15050843358039856,call,200
61,61,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2861, 0.2198,
          1.9400, 0.9300, 1.8633, 0.1333]]])",0.12985627353191376,fold,0
62,62,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1595, 0.1538,
          1.9400, 0.1333, 0.2000, 0.1333]]])",0.1433698683977127,call,200
62,63,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2873, 0.2905,
          1.8067, 0.7900, 1.7933, 0.1333]]])",0.11530748009681702,fold,0
63,64,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5369, 0.5941,
          1.7400, 0.0667, 0.2000, 0.1333]]])",0.1905539631843567,call,200
63,65,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5251, 0.5853,
          1.6733, 0.4000, 0.6667, 0.1333]]])",0.0736062079668045,fold,0
64,66,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2393, 0.1960,
          1.6733, 0.1333, 0.2000, 0.1333]]])",0.1564336121082306,call,200
64,67,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.8353, 0.9839,
          1.5400, 0.0000, 0.3333, 0.1333]]])",0.028215665370225906,call,0
64,68,"tensor([[[0.0000, 0.0000, 1.0000, 0.0000, 0.1667, 0.0000, 0.9836, 0.0000,
          1.5400, 0.0000, 0.3333, 0.1333]]])",0.03823802247643471,call,0
64,69,"tensor([[[0.0000, 0.0000, 0.0000, 1.0000, 0.1667, 0.0000, 0.9849, 0.0000,
          1.5400, 0.0000, 0.3333, 0.1333]]])",0.5701264142990112,raise,800
65,70,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.4106, 0.5792,
          1.8733, 0.1333, 0.2000, 0.1333]]])",0.1765574812889099,call,200
65,71,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.7612, 0.8776,
          1.7400, 0.0000, 0.3333, 0.1333]]])",0.05546875670552254,call,0
65,72,"tensor([[[0.0000, 0.0000, 1.0000, 0.0000, 0.1667, 0.0000, 0.7815, 0.0000,
          1.7400, 0.0000, 0.3333, 0.1333]]])",0.04158201813697815,call,0
65,73,"tensor([[[0.0000, 0.0000, 0.0000, 1.0000, 0.1667, 0.0000, 0.9150, 0.0000,
          1.7400, 0.2220, 0.5553, 0.1333]]])",0.5482528805732727,raise,800
66,74,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5150, 0.5759,
          2.1620, 1.3047, 1.5713, 0.1333]]])",0.21241851150989532,fold,0
67,75,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5264, 0.5148,
          2.0953, 0.0667, 0.2000, 0.1333]]])",0.1843559890985489,call,200
67,76,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5792, 0.3325,
          2.0287, 0.0000, 0.2667, 0.1333]]])",0.11017873883247375,call,0
67,77,"tensor([[[0.0000, 0.0000, 1.0000, 0.0000, 0.1667, 0.1667, 0.4733, 0.0000,
          2.0287, 0.0000, 0.2667, 0.1333]]])",0.05591199919581413,call,0
67,78,"tensor([[[0.0000, 0.0000, 0.0000, 1.0000, 0.1667, 0.1667, 0.1459, 0.0000,
          2.0287, 0.0000, 0.2667, 0.1333]]])",0.4299182891845703,raise,600
68,79,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4190, 0.4790,
          2.2953, 0.1333, 0.2000, 0.1333]]])",0.17912882566452026,call,200
68,80,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5995, 0.6808,
          2.1620, 0.2033, 0.5367, 0.1333]]])",0.08998122811317444,fold,0
69,81,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2634, 0.2838,
          2.1620, 0.1333, 0.2000, 0.1333]]])",0.15604762732982635,call,200
69,82,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5410, 0.6143,
          2.0287, 0.4033, 0.8033, 0.1333]]])",0.07529536634683609,fold,0
70,83,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.4188, 0.3826,
          1.8953, 0.6700, 1.0033, 0.1333]]])",0.15872730314731598,fold,0
71,84,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.3269, 0.3339,
          1.8287, 0.9367, 1.2033, 0.1333]]])",0.15818463265895844,fold,0
72,85,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3536, 0.5317,
          1.8287, 0.1333, 0.2000, 0.1333]]])",0.1792813092470169,call,200
72,86,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6365, 0.8190,
          1.6953, 0.0000, 0.3333, 0.1333]]])",0.05676579847931862,call,0
72,87,"tensor([[[0.0000, 0.0000, 1.0000, 0.0000, 0.1667, 0.0000, 0.5970, 0.0000,
          1.6953, 0.0000, 0.3333, 0.1333]]])",0.008356436155736446,call,0
72,88,"tensor([[[0.0000, 0.0000, 0.0000, 1.0000, 0.1667, 0.0000, 0.5804, 0.0000,
          1.6953, 0.0000, 0.3333, 0.1333]]])",0.4903566539287567,raise,800
73,89,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2932, 0.3062,
          2.0287, 0.1333, 0.2000, 0.1333]]])",0.1569628268480301,call,200
73,90,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5042, 0.5791,
          1.8953, 0.0000, 0.3333, 0.1333]]])",0.08040456473827362,call,0
73,91,"tensor([[[0.0000, 0.0000, 1.0000, 0.0000, 0.1667, 0.0000, 0.4727, 0.0000,
          1.8953, 0.0000, 0.3333, 0.1333]]])",0.031464602798223495,call,0
73,92,"tensor([[[0.0000, 0.0000, 0.0000, 1.0000, 0.1667, 0.0000, 0.4690, 0.0000,
          1.8953, 0.0000, 0.3333, 0.1333]]])",0.47666656970977783,raise,800
74,93,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.3785, 0.3511,
          2.0953, 1.1047, 1.3713, 0.1333]]])",0.17737188935279846,fold,0
75,94,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.2999, 0.2725,
          2.0287, 1.3047, 1.5713, 0.1333]]])",0.1796068251132965,fold,0
76,95,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4419, 0.4746,
          2.0287, 0.1333, 0.2000, 0.1333]]])",0.179859459400177,call,200
76,96,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6169, 0.6515,
          1.8953, 1.2633, 1.6633, 0.1333]]])",0.043932124972343445,fold,0
77,97,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1889, 0.1342,
          1.8953, 0.1333, 0.2000, 0.1333]]])",0.14735080301761627,call,200
77,98,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.1667, 0.2476, 0.1759,
          1.7620, 1.4380, 2.3047, 0.1333]]])",0.128507599234581,fold,0
79,99,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5105, 0.5428,
          1.7620, 0.0667, 0.2000, 0.1333]]])",0.1850060075521469,call,200
79,100,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.3921, 0.4180,
          1.6953, 0.0000, 0.2667, 0.1333]]])",0.10651855170726776,call,0
79,101,"tensor([[[0.0000, 0.0000, 1.0000, 0.0000, 0.1667, 0.1667, 0.3215, 0.0000,
          1.6953, 0.0000, 0.2667, 0.1333]]])",-0.012678450904786587,call,0
79,102,"tensor([[[0.0000, 0.0000, 0.0000, 1.0000, 0.1667, 0.1667, 0.2253, 0.0000,
          1.6953, 0.0000, 0.2667, 0.1333]]])",0.3584986925125122,raise,600
80,103,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4275, 0.4840,
          1.9620, 0.1333, 0.2000, 0.1333]]])",0.17978408932685852,call,200
80,104,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6080, 0.6711,
          1.8287, 0.6700, 1.0033, 0.1333]]])",0.04109824448823929,fold,0
81,105,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.3134, 0.3000,
          1.8287, 0.1333, 0.2000, 0.1333]]])",0.1564284712076187,call,200
81,106,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4001, 0.3995,
          1.6953, 0.8700, 2.2000, 0.1333]]])",0.10162661224603653,fold,0
82,107,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6193, 0.6506,
          1.5453, 0.2667, 0.5833, 0.1333]]])",0.09461692720651627,fold,0
83,108,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5775, 0.5931,
          1.4620, 0.0667, 0.2500, 0.1333]]])",0.16752974689006805,call,200
83,109,"tensor([[[0.0000, 1.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.8217, 0.8896,
          1.3953, 0.0000, 0.3167, 0.1333]]])",0.07210006564855576,call,0
83,110,"tensor([[[0.0000, 0.0000, 1.0000, 0.0000, 0.1667, 0.1667, 0.8368, 0.0000,
          1.3953, 0.0000, 0.3167, 0.1333]]])",0.2514914274215698,raise,400
84,111,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3126, 0.3414,
          1.6953, 0.1167, 0.2500, 0.1333]]])",0.36623257398605347,raise,600
85,112,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5125, 0.5684,
          1.7953, 0.2667, 0.5833, 0.1333]]])",0.46510425209999084,raise,800
86,113,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.4885, 0.4333,
          2.2953, 0.0667, 0.2500, 0.1333]]])",0.5160254836082458,raise,800
87,114,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3374, 0.3704,
          2.5287, 0.1167, 0.2500, 0.1333]]])",0.5443214178085327,raise,800
87,115,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.5341, 0.5896,
          1.9953, 1.1213, 2.3047, 0.1333]]])",0.6090548038482666,fold,0
89,116,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.6024, 0.7454,
          2.0120, 0.0667, 0.2500, 0.1333]]])",0.5746284127235413,raise,1000
89,117,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.6058, 0.7417,
          1.4120, 1.0000, 2.3833, 0.1333]]])",0.6288844347000122,fold,0
90,118,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.4411, 0.4012,
          1.3953, 0.1167, 0.2500, 0.1333]]])",0.5900275707244873,raise,1000
92,119,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.3333, 0.2409, 0.2223,
          1.6620, 0.3333, 0.6500, 0.1333]]])",0.6082509756088257,raise,2593
round_id,action_id,net_input,net_output,action,amount
1,1,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.1667, 0.2907, 0.3484,
          1.0000, 0.0400, 0.0600, 0.0133]]])",0.16246438026428223,raise,240
2,2,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.2558, 0.2356,
          1.0600, 0.0133, 0.0200, 0.0133]]])",0.15023361146450043,raise,220
3,3,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1171, 0.1229,
          1.0800, 0.0133, 0.0200, 0.0133]]])",0.13573288917541504,raise,200
4,4,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5243, 0.5100,
          1.0867, 0.0267, 0.0600, 0.0133]]])",0.1954759955406189,raise,320
5,5,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.3445, 0.2667,
          1.1400, 0.0067, 0.0200, 0.0133]]])",0.17018361389636993,raise,260
6,6,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2199, 0.1893,
          1.1600, 0.0133, 0.0200, 0.0133]]])",0.16662676632404327,raise,240
7,7,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.2356, 0.2432,
          1.1800, 0.0133, 0.0200, 0.0133]]])",0.15847352147102356,raise,240
8,8,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.3333, 0.1539, 0.1678,
          1.2000, 0.0400, 0.0600, 0.0133]]])",0.140105739235878,raise,220
9,9,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1626, 0.1013,
          1.2600, 0.0133, 0.0200, 0.0133]]])",0.13785643875598907,raise,200
11,10,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.1667, 0.5233, 0.5365,
          1.2800, 0.0067, 0.0200, 0.0133]]])",0.19867289066314697,raise,300
12,11,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.2516, 0.2281,
          1.3000, 0.0133, 0.0200, 0.0133]]])",0.16927470266819,raise,260
12,12,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.1667, 0.0000, 0.4169, 0.4097,
          1.1267, 0.3467, 0.7000, 0.0133]]])",0.05370001494884491,fold,0
13,13,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.1765, 0.1622,
          1.1267, 0.0133, 0.0200, 0.0133]]])",0.15269209444522858,raise,220
14,14,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1730, 0.1715,
          1.1467, 0.0133, 0.0200, 0.0133]]])",0.144670307636261,raise,220
15,15,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.2117, 0.1954,
          1.1667, 0.0200, 0.0300, 0.0200]]])",0.14080628752708435,raise,210
17,16,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.3333, 0.3890, 0.3076,
          1.1967, 0.0500, 0.0900, 0.0200]]])",0.16200225055217743,raise,270
18,17,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.3333, 0.0000, 0.3888, 0.4335,
          1.2867, 0.0200, 0.0300, 0.0200]]])",0.1884107142686844,raise,270
19,18,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.5000, 0.1667, 0.3195, 0.2946,
          1.3167, 0.0200, 0.0300, 0.0200]]])",0.16454218327999115,raise,240
20,19,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.6667, 0.3333, 0.1436, 0.1296,
          1.3467, 0.0200, 0.0300, 0.0200]]])",0.14294011890888214,raise,210
21,20,"tensor([[[1.0000, 0.0000, 0.0000, 0.0000, 0.8333, 0.5000, 0.1907, 0.1669,
          1.3767, 0.0200, 0.0300, 0.0200]]])",0.1407465636730194,raise,210
